row,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",signed,signed,11,8.602465629577637
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",poster,poster,12,3.298217296600342
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",the,the,13,7.269428253173828
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.","audience.,","audience,",14,11.117087364196777
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",which,which,15,4.086884498596191
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",caused,caused,16,6.233369827270508
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",a,a,17,1.3299169540405273
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",frenzy,frenzy,18,6.121801853179932
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",among,among,19,3.4730067253112793
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",the,the,20,0.8434390425682068
21,11,PREP_DAT,True,"As the concert came to an end, the singer threw a signed poster the audience, which caused a frenzy among the fans.",fans..,fans.,21,4.060176074504852
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,The,The,0,7.689910411834717
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,teacher,teacher,1,9.864831924438477
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,always,always,2,8.898390769958496
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,makes,makes,3,4.537278175354004
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,sure,sure,4,1.9254261255264282
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,to,to,5,1.8580516576766968
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,explain,explain,6,4.1090216636657715
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,the,the,7,1.96346914768219
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,new,new,8,5.409606456756592
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,concepts,concepts,9,4.998239517211914
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,to,to,10,1.3547027111053467
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,the,the,11,1.0266834497451782
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,students,students,12,0.8356308341026306
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,before,before,13,3.231682538986206
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,assigning,assigning,14,7.165578842163086
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,the,the,15,2.649308204650879
22,12,PREP_DAT,False,The teacher always makes sure to explain the new concepts to the students before assigning the homework.,homework..,homework.,16,5.0631794929504395
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,The,The,0,7.689910411834717
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,teacher,teacher,1,9.864831924438477
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,always,always,2,8.898390769958496
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,makes,makes,3,4.537278175354004
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,sure,sure,4,1.9254261255264282
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,to,to,5,1.8580516576766968
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,explain,explain,6,4.1090216636657715
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,the,the,7,1.96346914768219
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,new,new,8,5.409606456756592
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,concepts,concepts,9,4.998239517211914
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,the,the,10,5.7211198806762695
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,students,students,11,1.2335160970687866
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,before,before,12,9.830950736999512
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,assigning,assigning,13,8.920669555664062
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,the,the,14,2.9335341453552246
23,12,PREP_DAT,True,The teacher always makes sure to explain the new concepts the students before assigning the homework.,homework..,homework.,15,4.988096296787262
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",While,While,0,11.199146270751953
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",reviewing,reviewing,1,7.79477071762085
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",his,his,2,3.614365577697754
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",monthly,monthly,3,8.173579216003418
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.","expenses.,","expenses,",4,7.961493492126465
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",Jason,Jason,5,7.393392562866211
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",realized,realized,6,7.20210075378418
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",he,he,7,1.7190767526626587
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",had,had,8,1.6919876337051392
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",sent,sent,9,8.055745124816895
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",money,money,10,5.021267890930176
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",to,to,11,0.8551573753356934
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",the,the,12,2.486940383911133
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",wrong,wrong,13,1.9721893072128296
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",account,account,14,3.9386186599731445
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",and,and,15,2.341303825378418
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",quickly,quickly,16,6.762396812438965
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",contacted,contacted,17,6.408858299255371
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",the,the,18,1.3519030809402466
24,13,PREP_DAT,False,"While reviewing his monthly expenses, Jason realized he had sent money to the wrong account and quickly contacted the bank.",bank..,bank.,19,2.9321722984313965
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",While,While,0,11.199146270751953
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",reviewing,reviewing,1,7.79477071762085
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",his,his,2,3.614365577697754
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",monthly,monthly,3,8.173579216003418
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.","expenses.,","expenses,",4,7.961493492126465
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",Jason,Jason,5,7.393392562866211
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",realized,realized,6,7.20210075378418
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",he,he,7,1.7190767526626587
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",had,had,8,1.6919876337051392
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",sent,sent,9,8.055745124816895
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",money,money,10,5.021267890930176
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",the,the,11,6.341737270355225
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",wrong,wrong,12,0.1971437633037567
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",account,account,13,13.211421966552734
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",and,and,14,2.6003329753875732
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",quickly,quickly,15,6.331814765930176
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",contacted,contacted,16,6.514309883117676
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",the,the,17,1.4010767936706543
25,13,PREP_DAT,True,"While reviewing his monthly expenses, Jason realized he had sent money the wrong account and quickly contacted the bank.",bank..,bank.,18,3.0574920177459717
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",Late,Late,0,14.082923889160156
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",at,at,1,4.057377338409424
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.","night.,","night,",2,0.69286691211164
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",the,the,3,2.566284418106079
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",teacher,teacher,4,8.495893478393555
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",emailed,emailed,5,7.922650337219238
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",the,the,6,2.772761344909668
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",assignment,assignment,7,8.005707740783691
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",to,to,8,1.7739003896713257
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",her,her,9,1.6272733211517334
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.","students.,","students,",10,3.7229045629501343
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",reminding,reminding,11,5.159818649291992
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",them,them,12,0.0465657003223896
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",of,of,13,1.681607723236084
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",the,the,14,1.053423523902893
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",deadline,deadline,15,6.2915544509887695
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",the,the,16,5.353452205657959
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",next,next,17,3.4464542865753174
26,14,PREP_DAT,False,"Late at night, the teacher emailed the assignment to her students, reminding them of the deadline the next day.",day..,day.,18,1.0400005280971527
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",Late,Late,0,14.082923889160156
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",at,at,1,4.057377338409424
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.","night.,","night,",2,0.69286691211164
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",the,the,3,2.566284418106079
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",teacher,teacher,4,8.495893478393555
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",emailed,emailed,5,7.922650337219238
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",the,the,6,2.772761344909668
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",assignment,assignment,7,8.005707740783691
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",her,her,8,6.717824459075928
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.","students.,","students,",9,6.455492734909058
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",reminding,reminding,10,5.738631725311279
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",them,them,11,0.1257428526878357
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",of,of,12,1.5617895126342773
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",the,the,13,1.1709918975830078
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",deadline,deadline,14,6.532314300537109
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",the,the,15,5.238572120666504
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",next,next,16,3.179887056350708
27,14,PREP_DAT,True,"Late at night, the teacher emailed the assignment her students, reminding them of the deadline the next day.",day..,day.,17,1.002044439315796
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,I,I,0,7.896907329559326
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,didn.t,didn't,1,4.740733361337334
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,realize,realize,2,3.6072304248809814
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,that,that,3,1.6539499759674072
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,Paul,Paul,4,7.968698501586914
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,had,had,5,2.813302993774414
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,given,given,6,5.325333595275879
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,his,his,7,3.278304100036621
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,old,old,8,6.67007303237915
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,books,books,9,6.7726850509643555
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,to,to,10,0.7848052978515625
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,the,the,11,2.0242767333984375
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,library,library,12,4.78499174118042
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,until,until,13,3.6187071800231934
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,I,I,14,1.7267757654190063
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,saw,saw,15,2.600141763687134
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,them,them,16,1.3114902973175049
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,on,on,17,1.9078986644744873
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,the,the,18,1.1250696182250977
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,donation,donation,19,9.963778495788574
28,15,PREP_DAT,False,I didn't realize that Paul had given his old books to the library until I saw them on the donation shelf.,shelf..,shelf.,20,6.430607974529266
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,I,I,0,7.896907329559326
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,didn.t,didn't,1,4.740733361337334
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,realize,realize,2,3.6072304248809814
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,that,that,3,1.6539499759674072
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,Paul,Paul,4,7.968698501586914
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,had,had,5,2.813302993774414
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,given,given,6,5.325333595275879
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,his,his,7,3.278304100036621
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,old,old,8,6.67007303237915
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,books,books,9,6.7726850509643555
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,the,the,10,4.472129821777344
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,library,library,11,8.501062393188477
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,until,until,12,6.25221061706543
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,I,I,13,1.730738639831543
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,saw,saw,14,2.5539143085479736
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,them,them,15,1.3943785429000854
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,on,on,16,1.8111608028411865
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,the,the,17,1.192046880722046
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,donation,donation,18,9.972606658935547
29,15,PREP_DAT,True,I didn't realize that Paul had given his old books the library until I saw them on the donation shelf.,shelf..,shelf.,19,6.620585680007935
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",To,To,0,10.246177673339844
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",light.en,lighten,1,9.914105594158173
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",her,her,2,5.292797088623047
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.","load.,","load,",3,4.144009590148926
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",Rebecca,Rebecca,4,7.960324287414551
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",sold,sold,5,8.06484603881836
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",her,her,6,1.4760586023330688
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",furniture,furniture,7,6.546462535858154
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",to,to,8,1.7314096689224243
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",a,a,9,1.6016656160354614
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.","neighbor.,","neighbor,",10,7.291487216949463
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",planning,planning,11,9.65550708770752
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",to,to,12,0.2814531624317169
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",travel,travel,13,6.283246994018555
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",abroad,abroad,14,5.441100597381592
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",with,with,15,2.9009296894073486
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",just,just,16,7.833460807800293
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",a,a,17,1.6456385850906372
30,16,PREP_DAT,False,"To lighten her load, Rebecca sold her furniture to a neighbor, planning to travel abroad with just a suitcase.",suitcase..,suitcase.,18,4.496397316455841
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",To,To,0,10.246177673339844
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",light.en,lighten,1,9.914105594158173
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",her,her,2,5.292797088623047
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.","load.,","load,",3,4.144009590148926
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",Rebecca,Rebecca,4,7.960324287414551
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",sold,sold,5,8.06484603881836
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",her,her,6,1.4760586023330688
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",furniture,furniture,7,6.546462535858154
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",a,a,8,6.617517948150635
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.","neighbor.,","neighbor,",9,14.099088191986084
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",planning,planning,10,9.979156494140625
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",to,to,11,0.284782737493515
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",travel,travel,12,6.637688636779785
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",abroad,abroad,13,5.343672275543213
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",with,with,14,2.87551212310791
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",just,just,15,8.203282356262207
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",a,a,16,1.7290292978286743
31,16,PREP_DAT,True,"To lighten her load, Rebecca sold her furniture a neighbor, planning to travel abroad with just a suitcase.",suitcase..,suitcase.,17,4.603018939495087
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",Before,Before,0,12.528427124023438
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",the,the,1,2.4727017879486084
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",meeting,meeting,2,6.7590765953063965
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.","began.,","began,",3,3.3616797626018524
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",David,David,4,6.576264381408691
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",showed,showed,5,7.525533676147461
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",the,the,6,2.961970806121826
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",latest,latest,7,8.911848068237305
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",report,report,8,4.832537651062012
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",to,to,9,3.3328304290771484
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",his,his,10,2.7522730827331543
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.","boss.,","boss,",11,4.67457389831543
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",eager,eager,12,11.570100784301758
32,17,PREP_DAT,False,"Before the meeting began, David showed the latest report to his boss, eager to hear feedback.",to,to,13,0.16114148497581482
