,item,condition,ambiguity,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
55,28,PREP_DAT,True,The artist showed her latest painting a group of investors at the gallery's opening night.,at,at,10,3.665444850921631,5.288119109076622,3.665444850921631,5.288119109076622
55,28,PREP_DAT,True,The artist showed her latest painting a group of investors at the gallery's opening night.,the,the,11,1.249609351158142,1.802805213964327,1.249609351158142,1.802805213964327
55,28,PREP_DAT,True,The artist showed her latest painting a group of investors at the gallery's opening night.,gallery.s,gallery's,12,8.388423919677734,12.101937589793428,4.194211959838867,6.050968794896714
55,28,PREP_DAT,True,The artist showed her latest painting a group of investors at the gallery's opening night.,opening,opening,13,3.1892573833465576,4.60112581107259,3.1892573833465576,4.60112581107259
55,28,PREP_DAT,True,The artist showed her latest painting a group of investors at the gallery's opening night.,night..,night.,14,4.601215600967407,6.63815092957661,2.3006078004837036,3.319075464788305
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",little,little,1,8.638879776000977,12.463269011672569,8.638879776000977,12.463269011672569
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",boy,boy,2,3.267343759536743,4.713780638763161,3.267343759536743,4.713780638763161
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",proudly,proudly,3,9.42601203918457,13.598860824291245,9.42601203918457,13.598860824291245
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",handed,handed,4,5.606407165527344,8.088335814910648,5.606407165527344,8.088335814910648
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",his,his,5,2.9810867309570312,4.300799043211601,2.9810867309570312,4.300799043211601
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",drawing,drawing,6,8.727378845214844,12.590946179950704,8.727378845214844,12.590946179950704
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",to,to,7,0.648460865020752,0.9355312741760063,0.648460865020752,0.9355312741760063
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",the,the,8,1.3888970613479614,2.0037549027119583,1.3888970613479614,2.0037549027119583
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.","teacher.,","teacher,",9,5.279985189437866,7.617408448769185,2.639992594718933,3.8087042243845923
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",eager,eager,10,6.88453483581543,9.932284266458234,6.88453483581543,9.932284266458234
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",for,for,11,2.519829511642456,3.63534554033223,2.519829511642456,3.63534554033223
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",her,her,12,2.3106467723846436,3.333558639765415,2.3106467723846436,3.333558639765415
56,29,PREP_DAT,False,"The little boy proudly handed his drawing to the teacher, eager for her praise.",praise..,praise.,13,5.487372815608978,7.916605548587981,2.743686407804489,3.9583027742939905
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",little,little,1,8.638879776000977,12.463269011672569,8.638879776000977,12.463269011672569
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",boy,boy,2,3.267343759536743,4.713780638763161,3.267343759536743,4.713780638763161
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",proudly,proudly,3,9.42601203918457,13.598860824291245,9.42601203918457,13.598860824291245
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",handed,handed,4,5.606407165527344,8.088335814910648,5.606407165527344,8.088335814910648
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",his,his,5,2.9810867309570312,4.300799043211601,2.9810867309570312,4.300799043211601
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",drawing,drawing,6,8.727378845214844,12.590946179950704,8.727378845214844,12.590946179950704
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",the,the,7,6.306793689727783,9.098779980080081,6.306793689727783,9.098779980080081
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.","teacher.,","teacher,",8,13.106085777282715,18.90808495635115,6.553042888641357,9.454042478175575
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",eager,eager,9,7.483109474182129,10.795844928831777,7.483109474182129,10.795844928831777
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",for,for,10,2.4498696327209473,3.5344147699509767,2.4498696327209473,3.5344147699509767
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",her,her,11,2.9475138187408447,4.252363569249108,2.9475138187408447,4.252363569249108
57,29,PREP_DAT,True,"The little boy proudly handed his drawing the teacher, eager for her praise.",praise..,praise.,12,6.0163973569869995,8.67982663094261,3.0081986784934998,4.339913315471305
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",My,My,0,10.749988555908203,15.508955179221875,10.749988555908203,15.508955179221875
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",cousin,cousin,1,7.719853401184082,11.137394218278073,7.719853401184082,11.137394218278073
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",sold,sold,2,7.1310930252075195,10.287992543584764,7.1310930252075195,10.287992543584764
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",his,his,3,3.279890537261963,4.7318818127664715,3.279890537261963,4.7318818127664715
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",vintage,vintage,4,8.400378227233887,12.11918401002195,8.400378227233887,12.11918401002195
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",camera,camera,5,6.15878963470459,8.885255263866663,6.15878963470459,8.885255263866663
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",to,to,6,1.6080604791641235,2.319940878739611,1.6080604791641235,2.319940878739611
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",a,a,7,1.9277615547180176,2.781172035008082,1.9277615547180176,2.781172035008082
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",photography,photography,8,6.866943836212158,9.906905818566315,6.866943836212158,9.906905818566315
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.","enthusiast.,","enthusiast,",9,5.9920690059661865,8.64472823957188,2.9960345029830933,4.32236411978594
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",eager,eager,10,9.648941993713379,13.92048076415556,9.648941993713379,13.92048076415556
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",to,to,11,0.09015446156263351,0.13006539461042604,0.09015446156263351,0.13006539461042604
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",clear,clear,12,8.83318042755127,12.743585598105671,8.83318042755127,12.743585598105671
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",space,space,13,6.494792461395264,9.37000487565797,6.494792461395264,9.37000487565797
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",in,in,14,2.104982376098633,3.0368476351561644,2.104982376098633,3.0368476351561644
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",his,his,15,0.2563941478729248,0.3698985656492202,0.2563941478729248,0.3698985656492202
58,30,PREP_DAT,False,"My cousin sold his vintage camera to a photography enthusiast, eager to clear space in his studio.",studio..,studio.,16,6.80259108543396,9.814064424151045,3.40129554271698,4.9070322120755225
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",My,My,0,10.749988555908203,15.508955179221875,10.749988555908203,15.508955179221875
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",cousin,cousin,1,7.719853401184082,11.137394218278073,7.719853401184082,11.137394218278073
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",sold,sold,2,7.1310930252075195,10.287992543584764,7.1310930252075195,10.287992543584764
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",his,his,3,3.279890537261963,4.7318818127664715,3.279890537261963,4.7318818127664715
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",vintage,vintage,4,8.400378227233887,12.11918401002195,8.400378227233887,12.11918401002195
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",camera,camera,5,6.15878963470459,8.885255263866663,6.15878963470459,8.885255263866663
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",a,a,6,6.366483211517334,9.1848937571589,6.366483211517334,9.1848937571589
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",photography,photography,7,13.968334197998047,20.1520464769315,13.968334197998047,20.1520464769315
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.","enthusiast.,","enthusiast,",8,9.363101959228516,13.508100763916717,4.681550979614258,6.754050381958359
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",eager,eager,9,9.38262939453125,13.536272897989251,9.38262939453125,13.536272897989251
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",to,to,10,0.10842891037464142,0.15642985128648906,0.10842891037464142,0.15642985128648906
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",clear,clear,11,8.726690292358398,12.58995280815932,8.726690292358398,12.58995280815932
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",space,space,12,6.469887733459473,9.334074948170317,6.469887733459473,9.334074948170317
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",in,in,13,2.04349684715271,2.948142767459447,2.04349684715271,2.948142767459447
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",his,his,14,0.26504889130592346,0.3823847210801737,0.26504889130592346,0.3823847210801737
59,30,PREP_DAT,True,"My cousin sold his vintage camera a photography enthusiast, eager to clear space in his studio.",studio..,studio.,15,7.087616801261902,10.225269610901844,3.543808400630951,5.112634805450922
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,I,I,0,7.896903991699219,11.392824227200723,7.896903991699219,11.392824227200723
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,didn.t,didn't,1,4.7407225131755695,6.839416859989058,2.3703612565877847,3.419708429994529
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,realize,realize,2,3.6072394847869873,5.204146516001046,3.6072394847869873,5.204146516001046
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,that,that,3,1.6539850234985352,2.3861959911059523,1.6539850234985352,2.3861959911059523
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,Tom,Tom,4,8.016687393188477,11.565635146510086,8.016687393188477,11.565635146510086
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,tossed,tossed,5,11.529253005981445,16.633196136883605,11.529253005981445,16.633196136883605
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,the,the,6,2.29374623298645,3.3091763153872926,2.29374623298645,3.3091763153872926
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,ball,ball,7,2.65873646736145,3.8357459164930057,2.65873646736145,3.8357459164930057
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,to,to,8,3.0284106731414795,4.3690730599164205,3.0284106731414795,4.3690730599164205
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,his,his,9,4.086969375610352,5.896250450458117,4.086969375610352,5.896250450458117
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,dog,dog,10,8.74906063079834,12.62222638448963,8.74906063079834,12.62222638448963
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,until,until,11,4.359734535217285,6.289767393550327,4.359734535217285,6.289767393550327
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,it,it,12,2.8386120796203613,4.095251570275803,2.8386120796203613,4.095251570275803
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,was,was,13,1.0767980813980103,1.5534912520716597,1.0767980813980103,1.5534912520716597
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,too,too,14,2.0903053283691406,3.0156731311819356,2.0903053283691406,3.0156731311819356
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,late,late,15,0.015986600890755653,0.023063789825764267,0.015986600890755653,0.023063789825764267
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,and,and,16,3.272855758666992,4.7217327725737555,3.272855758666992,4.7217327725737555
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,it,it,17,2.948472261428833,4.253746309762045,2.948472261428833,4.253746309762045
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,hit,hit,18,2.7244277000427246,3.9305183321121633,2.7244277000427246,3.9305183321121633
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,the,the,19,1.3904675245285034,2.006020602154425,1.3904675245285034,2.006020602154425
60,31,PREP_DAT,False,I didn't realize that Tom tossed the ball to his dog until it was too late and it hit the window.,window..,window.,20,9.024510264396667,13.01961620489662,4.512255132198334,6.50980810244831
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,I,I,0,7.896903991699219,11.392824227200723,7.896903991699219,11.392824227200723
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,didn.t,didn't,1,4.7407225131755695,6.839416859989058,2.3703612565877847,3.419708429994529
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,realize,realize,2,3.6072394847869873,5.204146516001046,3.6072394847869873,5.204146516001046
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,that,that,3,1.6539850234985352,2.3861959911059523,1.6539850234985352,2.3861959911059523
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,Tom,Tom,4,8.016687393188477,11.565635146510086,8.016687393188477,11.565635146510086
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,tossed,tossed,5,11.529253005981445,16.633196136883605,11.529253005981445,16.633196136883605
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,the,the,6,2.29374623298645,3.3091763153872926,2.29374623298645,3.3091763153872926
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,ball,ball,7,2.65873646736145,3.8357459164930057,2.65873646736145,3.8357459164930057
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,his,his,8,7.412779808044434,10.694380668267547,7.412779808044434,10.694380668267547
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,dog,dog,9,11.916550636291504,17.191948507479974,11.916550636291504,17.191948507479974
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,until,until,10,5.885414123535156,8.490857769602036,5.885414123535156,8.490857769602036
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,it,it,11,2.58729887008667,3.7326832491716573,2.58729887008667,3.7326832491716573
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,was,was,12,1.1989737749099731,1.7297535192185385,1.1989737749099731,1.7297535192185385
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,too,too,13,2.4341814517974854,3.5117815091321294,2.4341814517974854,3.5117815091321294
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,late,late,14,0.027147958055138588,0.03916622445641003,0.027147958055138588,0.03916622445641003
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,and,and,15,3.0850868225097656,4.450839459546729,3.0850868225097656,4.450839459546729
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,it,it,16,2.94645619392395,4.250837739170653,2.94645619392395,4.250837739170653
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,hit,hit,17,2.5764551162719727,3.7170390193185727,2.5764551162719727,3.7170390193185727
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,the,the,18,1.3435777425765991,1.938372946264048,1.3435777425765991,1.938372946264048
61,31,PREP_DAT,True,I didn't realize that Tom tossed the ball his dog until it was too late and it hit the window.,window..,window.,19,8.954884767532349,12.919167845851037,4.477442383766174,6.4595839229255185
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",As,As,0,10.346118927001953,14.926294468433161,10.346118927001953,14.926294468433161
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",the,the,1,2.2237234115600586,3.208154738166384,2.2237234115600586,3.208154738166384
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",meeting,meeting,2,8.943564414978027,12.902836029359804,8.943564414978027,12.902836029359804
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.","ended.,","ended,",3,4.228993237018585,6.101147570999678,2.1144966185092926,3.050573785499839
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",she,she,4,4.477182388305664,6.4592088287639875,4.477182388305664,6.4592088287639875
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",forwarded,forwarded,5,9.901374816894531,14.284664346316609,9.901374816894531,14.284664346316609
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",the,the,6,1.5308148860931396,2.208499044685576,1.5308148860931396,2.208499044685576
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",agenda,agenda,7,6.285199165344238,9.067625666841584,6.285199165344238,9.067625666841584
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",to,to,8,0.3200414776802063,0.4617222527280095,0.3200414776802063,0.4617222527280095
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",her,her,9,2.2062835693359375,3.1829943642757588,2.2062835693359375,3.1829943642757588
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.","manager.,","manager,",10,5.639078378677368,8.135470412102014,2.819539189338684,4.067735206051007
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",ensuring,ensuring,11,9.203163146972656,13.277357832629518,9.203163146972656,13.277357832629518
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",he,he,12,3.0996408462524414,4.471836477425267,3.0996408462524414,4.471836477425267
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",was,was,13,1.9485979080200195,2.811232538587091,1.9485979080200195,2.811232538587091
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",informed,informed,14,3.4082682132720947,4.917091649307139,3.4082682132720947,4.917091649307139
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",before,before,15,3.425597667694092,4.942092767263065,3.425597667694092,4.942092767263065
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",the,the,16,1.6362916231155396,2.3606698101169417,1.6362916231155396,2.3606698101169417
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",next,next,17,3.651996612548828,5.268717402267487,3.651996612548828,5.268717402267487
62,32,PREP_DAT,False,"As the meeting ended, she forwarded the agenda to her manager, ensuring he was informed before the next discussion.",discussion..,discussion.,18,7.134148359298706,10.292400458926378,3.567074179649353,5.146200229463189
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",As,As,0,10.346118927001953,14.926294468433161,10.346118927001953,14.926294468433161
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",the,the,1,2.2237234115600586,3.208154738166384,2.2237234115600586,3.208154738166384
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",meeting,meeting,2,8.943564414978027,12.902836029359804,8.943564414978027,12.902836029359804
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.","ended.,","ended,",3,4.228993237018585,6.101147570999678,2.1144966185092926,3.050573785499839
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",she,she,4,4.477182388305664,6.4592088287639875,4.477182388305664,6.4592088287639875
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",forwarded,forwarded,5,9.901374816894531,14.284664346316609,9.901374816894531,14.284664346316609
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",the,the,6,1.5308148860931396,2.208499044685576,1.5308148860931396,2.208499044685576
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",agenda,agenda,7,6.285199165344238,9.067625666841584,6.285199165344238,9.067625666841584
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",her,her,8,7.929630279541016,11.440038280376788,7.929630279541016,11.440038280376788
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.","manager.,","manager,",9,7.813076376914978,11.271886543061948,3.906538188457489,5.635943271530974
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",ensuring,ensuring,10,12.54736328125,18.102018782091648,12.54736328125,18.102018782091648
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",he,he,11,4.198575496673584,6.057264047848896,4.198575496673584,6.057264047848896
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",was,was,12,1.730364203453064,2.496387855253517,1.730364203453064,2.496387855253517
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",informed,informed,13,3.7816336154937744,5.45574406353187,3.7816336154937744,5.45574406353187
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",before,before,14,3.3903777599334717,4.891281180996252,3.3903777599334717,4.891281180996252
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",the,the,15,1.8852611780166626,2.7198569523051246,1.8852611780166626,2.7198569523051246
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",next,next,16,3.6386475563049316,5.2494587850238705,3.6386475563049316,5.2494587850238705
63,32,PREP_DAT,True,"As the meeting ended, she forwarded the agenda her manager, ensuring he was informed before the next discussion.",discussion..,discussion.,17,7.010429382324219,10.11391170438143,3.5052146911621094,5.056955852190715
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,The,The,0,7.689903259277344,11.0941852970753,7.689903259277344,11.0941852970753
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,author,author,1,7.078385829925537,10.211952134332282,7.078385829925537,10.211952134332282
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,read,read,2,8.530059814453125,12.306274992797755,8.530059814453125,12.306274992797755
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,a,a,3,2.558398723602295,3.6909891511576847,2.558398723602295,3.6909891511576847
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,passage,passage,4,3.5861682891845703,5.173747206599838,3.5861682891845703,5.173747206599838
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,from,from,5,0.7745062112808228,1.1173762701525427,0.7745062112808228,1.1173762701525427
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,her,her,6,5.4668869972229,7.887050759993835,5.4668869972229,7.887050759993835
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,book,book,7,1.1435296535491943,1.6497645602848972,1.1435296535491943,1.6497645602848972
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,to,to,8,5.304969310760498,7.653452916702313,5.304969310760498,7.653452916702313
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,the,the,9,2.546884775161743,3.6743780348414496,2.546884775161743,3.6743780348414496
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,audience,audience,10,2.6327621936798096,3.79827296066181,2.6327621936798096,3.79827296066181
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,at,at,11,2.7088489532470703,3.908042951366808,2.7088489532470703,3.908042951366808
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,the,the,12,0.8209822177886963,1.184426974261775,0.8209822177886963,1.184426974261775
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,bookstore.s,bookstore's,13,10.608667135238647,15.305071466450524,5.304333567619324,7.652535733225262
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,grand,grand,14,6.386737823486328,9.214114985401698,6.386737823486328,9.214114985401698
64,33,PREP_DAT,False,The author read a passage from her book to the audience at the bookstore's grand opening.,opening..,opening.,15,1.1658841259777546,1.6820152467992702,0.5829420629888773,0.8410076233996351
